carre,annee,nb_passage,espece,nombre
1,2014,1,AEGCAU,3
1,2014,1,ALAARV,4
1,2014,1,AYTFUL,2
1,2014,1,CARCAR,4
1,2014,1,COLLIV,11
1,2014,1,COLPAL,1
1,2014,1,CORRAX,4
1,2014,1,CUCCAN,5
1,2014,1,EMBHOR,1
1,2014,1,FRICOE,3
1,2014,1,HIRRUS,2
1,2014,1,JYNTOR,1
1,2014,1,LULARB,3
1,2014,1,LUSMEG,3
1,2014,1,OENOEN,1
1,2014,1,PARMAJ,5
1,2014,1,PASDOM,3
1,2014,1,PHOOCH,2
1,2014,1,PHYCOL,2
1,2014,1,PICPIC,1
1,2014,1,PICVIR,1
1,2014,1,SERSER,1
1,2014,1,SPESPE,3
1,2014,1,STUVUL,3
1,2014,1,SYLATR,3
1,2014,1,SYLCOM,1
1,2014,1,TURMER,2
1,2014,2,ALAARV,5
1,2014,2,APUAPU,7
1,2014,2,CAPCAP,1
1,2014,2,CARCAR,2
1,2014,2,CARCHL,1
1,2014,2,CERBRA,3
1,2014,2,COLLIV,3
1,2014,2,COLPAL,2
1,2014,2,CORCOR,2
1,2014,2,CORRAX,1
1,2014,2,COTCOT,1
1,2014,2,CUCCAN,10
1,2014,2,EMBCIR,2
1,2014,2,FRICOE,3
1,2014,2,GALCHL,1
1,2014,2,GARGLA,5
1,2014,2,GRIVES,3
1,2014,2,LULARB,7
1,2014,2,LUSMEG,16
1,2014,2,MILCAL,3
1,2014,2,PARCAE,6
1,2014,2,PASDOM,24
1,2014,2,PHACOL,1
1,2014,2,PHOOCH,1
1,2014,2,PICPIC,2
1,2014,2,PICVIR,1
1,2014,2,SAXTOR,1
1,2014,2,SERSER,5
1,2014,2,SPESPE,2
1,2014,2,STRDEC,6
1,2014,2,STRTUR,5
1,2014,2,SYLATR,7
1,2014,2,SYLCOM,1
1,2014,2,SYLCON,1
1,2014,2,TURMER,10
1,2015,1,ALAARV,3
1,2015,1,AYTFUL,2
1,2015,1,CARCAR,2
1,2015,1,CARCHL,2
1,2015,1,COLPAL,4
1,2015,1,CORRAX,4
1,2015,1,CUCCAN,2
1,2015,1,DRYMAR,1
1,2015,1,EMBCIR,1
1,2015,1,ERIRUB,2
1,2015,1,FRICOE,3
1,2015,1,GARGLA,4
1,2015,1,HIRRUS,5
1,2015,1,LEPCAP,1
1,2015,1,LUSMEG,1
1,2015,1,PARCAE,1
1,2015,1,PARCRI,2
1,2015,1,PARMAJ,9
1,2015,1,PHOOCH,3
1,2015,1,PHYBON,3
1,2015,1,PHYCOL,6
1,2015,1,PICVIR,4
1,2015,1,SPESPE,3
1,2015,1,STRDEC,2
1,2015,1,STUVUL,1
1,2015,1,SYLATR,1
1,2015,1,SYLCAN,2
1,2015,1,SYLCOM,2
1,2015,1,TROTRO,1
1,2015,1,TURVIS,1
1,2015,1,UPUEPO,2
1,2015,2,ALAARV,12
1,2015,2,APUAPU,8
1,2015,2,CAPCAP,1
1,2015,2,CARCHL,1
1,2015,2,CERBRA,1
1,2015,2,COLLIV,14
1,2015,2,COLPAL,4
1,2015,2,CORCOR,3
1,2015,2,CORRAX,1
1,2015,2,CUCCAN,13
1,2015,2,EMBCIR,3
1,2015,2,ERIRUB,8
1,2015,2,GARGLA,5
1,2015,2,HIRRUS,8
1,2015,2,LANCOL,2
1,2015,2,LEPCAP,1
1,2015,2,LULARB,1
1,2015,2,LUSMEG,24
1,2015,2,MILCAL,3
1,2015,2,PASDOM,53
1,2015,2,PHACOL,1
1,2015,2,PHOOCH,3
1,2015,2,PHYBON,7
1,2015,2,PICPIC,3
1,2015,2,PICVIR,2
1,2015,2,SAXTOR,1
1,2015,2,SERSER,6
1,2015,2,SPESPE,4
1,2015,2,STRDEC,8
1,2015,2,STRTUR,3
1,2015,2,STUVUL,4
1,2015,2,SYLATR,5
1,2015,2,SYLCOM,3
1,2015,2,TURMER,13
1,2016,1,ALAARV,5
1,2016,1,CAPCAP,2
1,2016,1,CARCAN,10
1,2016,1,CARCHL,3
1,2016,1,COLLIV,8
1,2016,1,COLPAL,2
1,2016,1,CORCOR,0
1,2016,1,CORRAX,1
1,2016,1,CUCCAN,2
1,2016,1,ERIRUB,3
1,2016,1,FRICOE,3
1,2016,1,GARGLA,5
1,2016,1,HIRRUS,7
1,2016,1,JYNTOR,3
1,2016,1,LULARB,2
1,2016,1,LUSMEG,9
1,2016,1,MOTALB,1
1,2016,1,ORIORI,1
1,2016,1,PARCAE,4
1,2016,1,PARMAJ,4
1,2016,1,PASDOM,16
1,2016,1,PHOOCH,2
1,2016,1,PHYBON,5
1,2016,1,PHYCOL,5
1,2016,1,PICPIC,1
1,2016,1,PICVIR,1
1,2016,1,SAXRUB,1
1,2016,1,SAXTOR,1
1,2016,1,SERSER,2
1,2016,1,SPESPE,1
1,2016,1,STRDEC,2
1,2016,1,STRTUR,2
1,2016,1,STUVUL,2
1,2016,1,SYLATR,7
1,2016,1,SYLCAN,2
1,2016,1,SYLCOM,1
1,2016,1,TURMER,3
1,2016,1,UPUEPO,1
1,2017,2,ALAARV,3
1,2017,2,APUAPU,5
1,2017,2,CARCAR,3
1,2017,2,CERBRA,1
1,2017,2,COLLIV,3
1,2017,2,COLPAL,3
1,2017,2,CORRAX,2
1,2017,2,COTCOT,1
1,2017,2,ERIRUB,4
1,2017,2,FRICOE,2
1,2017,2,GARGLA,1
1,2017,2,HIRRUS,5
1,2017,2,LEPCAP,1
1,2017,2,LULARB,3
1,2017,2,LUSMEG,7
1,2017,2,MILCAL,2
1,2017,2,PARCAE,1
1,2017,2,PARMAJ,1
1,2017,2,PASDOM,22
1,2017,2,PASSPE,1
1,2017,2,PHOOCH,1
1,2017,2,PHYBON,5
1,2017,2,PHYCOL,0
1,2017,2,PICPIC,3
1,2017,2,PICVIR,2
1,2017,2,SAXRUB,0
1,2017,2,SAXTOR,1
1,2017,2,SERSER,6
1,2017,2,STRDEC,4
1,2017,2,STRTUR,3
1,2017,2,STUVUL,31
1,2017,2,SYLATR,7
1,2017,2,SYLCAN,1
1,2017,2,TURMER,2
1,2017,2,UPUEPO,1
1,2017,2,VULVUL,1
1,2018,1,AEGCAU,1
1,2018,1,ALERUF,0
1,2018,1,APUAPU,2
1,2018,1,CARCAR,1
1,2018,1,COLLIV,3
1,2018,1,CORRAX,0
1,2018,1,CUCCAN,0
1,2018,1,EMBCIR,1
1,2018,1,GARGLA,4
1,2018,1,HIRRUS,3
1,2018,1,JYNTOR,0
1,2018,1,LULARB,0
1,2018,1,LUSMEG,4
1,2018,1,OENOEN,2
1,2018,1,PARCAE,4
1,2018,1,PARMAJ,1
1,2018,1,PHOOCH,1
1,2018,1,PHOPHO,2
1,2018,1,PHYBON,4
1,2018,1,PHYCOL,1
1,2018,1,PICPIC,2
1,2018,1,PICVIR,1
1,2018,1,SAXTOR,1
1,2018,1,SERSER,3
1,2018,1,STRDEC,0
1,2018,1,SYLATR,4
1,2018,1,SYLCAN,3
1,2018,1,SYLCOM,1
1,2018,1,TROTRO,1
1,2018,1,TURPHI,1
1,2018,1,UPUEPO,0
1,2018,2,ALAARV,9
1,2018,2,APUAPU,12
1,2018,2,CARCAR,8
1,2018,2,CARCHL,3
1,2018,2,COLLIV,26
1,2018,2,COLPAL,1
1,2018,2,CORCOR,3
1,2018,2,CORRAX,1
1,2018,2,COTCOT,5
1,2018,2,CUCCAN,2
1,2018,2,EMBCIR,1
1,2018,2,ERIRUB,5
1,2018,2,FRICOE,3
1,2018,2,GRIVES,2
1,2018,2,HIRRUS,2
1,2018,2,LEPCAP,1
1,2018,2,LULARB,5
1,2018,2,LUSMEG,12
1,2018,2,MILCAL,6
1,2018,2,PARCAE,1
1,2018,2,PARSPE,1
1,2018,2,PASDOM,32
1,2018,2,PHOOCH,4
1,2018,2,PHYBON,3
1,2018,2,PHYCOL,2
1,2018,2,SERSER,1
1,2018,2,STRDEC,9
1,2018,2,STRTUR,6
1,2018,2,STUVUL,16
1,2018,2,SYLATR,7
1,2018,2,SYLCAN,1
1,2018,2,TURMER,5
1,2018,2,UPUEPO,0
1,2019,1,AEGCAU,2
1,2019,1,ALAARV,2
1,2019,1,CARCAR,3
1,2019,1,CARCHL,2
1,2019,1,COLLIV,17
1,2019,1,COLPAL,1
1,2019,1,CORRAX,1
1,2019,1,CUCCAN,3
1,2019,1,EMBCIA,1
1,2019,1,EMBCIR,1
1,2019,1,ERIRUB,3
1,2019,1,FALTIN,2
1,2019,1,FRICOE,2
1,2019,1,GARGLA,2
1,2019,1,HIRRUS,2
1,2019,1,JYNTOR,0
1,2019,1,LULARB,2
1,2019,1,LUSMEG,2
1,2019,1,MILCAL,1
1,2019,1,MOTALB,1
1,2019,1,PARCAE,2
1,2019,1,PARMAJ,5
1,2019,1,PASDOM,34
1,2019,1,PHOOCH,1
1,2019,1,PHYBON,4
1,2019,1,PHYCOL,3
1,2019,1,PICVIR,0
1,2019,1,PRUMOD,1
1,2019,1,SERSER,6
1,2019,1,STRDEC,5
1,2019,1,STUVUL,4
1,2019,1,SYLATR,3
1,2019,1,SYLCAN,1
1,2019,1,TROTRO,1
1,2019,1,UPUEPO,1
2,2019,1,ALAARV,1
2,2019,1,CAPCAP,1
2,2019,1,CARCAN,2
2,2019,1,CARCAR,1
2,2019,1,CARCHL,1
2,2019,1,COLPAL,3
2,2019,1,CORCOR,1
2,2019,1,CUCCAN,1
2,2019,1,FRICOE,1
2,2019,1,LULARB,0
2,2019,1,PARMAJ,4
2,2019,1,PHOPHO,1
2,2019,1,PHYBON,4
2,2019,1,PHYCOL,2
2,2019,1,PICVIR,1
2,2019,1,SERSER,2
2,2019,1,SYLATR,1
2,2019,1,SYLCAN,1
2,2019,1,TURMER,1
2,2019,1,UPUEPO,1
2,2019,2,AEGCAU,2
2,2019,2,ALAARV,0
2,2019,2,APUAPU,2
2,2019,2,BUTBUT,1
2,2019,2,CARCAR,1
2,2019,2,CARCHL,1
2,2019,2,CERBRA,2
2,2019,2,COLLIV,15
2,2019,2,COLPAL,5
2,2019,2,CORRAX,1
2,2019,2,CUCCAN,4
2,2019,2,FRICOE,1
2,2019,2,GARGLA,3
2,2019,2,HIRRUS,6
2,2019,2,LULARB,7
2,2019,2,LUSMEG,15
2,2019,2,MERAPI,12
2,2019,2,MILCAL,1
2,2019,2,ORIORI,1
2,2019,2,PARCAE,2
2,2019,2,PARMAJ,4
2,2019,2,PASDOM,14
2,2019,2,PHOOCH,1
2,2019,2,PHYBON,12
2,2019,2,PHYCOL,2
2,2019,2,REGIGN,1
2,2019,2,SITEUR,2
2,2019,2,STRTUR,2
2,2019,2,SYLATR,8
2,2019,2,SYLCAN,3
2,2019,2,TURMER,10
3,2005,1,AEGCAU,1
3,2005,1,BUTBUT,2
3,2005,1,CERBRA,1
3,2005,1,COLPAL,1
3,2005,1,CORRAX,3
3,2005,1,CUCCAN,2
3,2005,1,DRYMAR,3
3,2005,1,ERIRUB,1
3,2005,1,GARGLA,4
3,2005,1,PARATE,2
3,2005,1,PARCAE,4
3,2005,1,PARMAJ,3
3,2005,1,PHACOL,1
3,2005,1,PHYBON,4
3,2005,1,PHYCOL,4
3,2005,1,PICVIR,2
3,2005,1,PYRPYR,1
3,2005,1,SPESPE,1
3,2005,1,SYLATR,1
3,2005,1,TROTRO,2
3,2005,1,TURMER,2
3,2005,1,TURVIS,1
3,2005,1,UPUEPO,1
3,2005,2,AEGCAU,3
3,2005,2,BUTBUT,1
3,2005,2,CERBRA,6
3,2005,2,COLPAL,1
3,2005,2,CORRAX,1
3,2005,2,CUCCAN,7
3,2005,2,DENMAJ,1
3,2005,2,DRYMAR,1
3,2005,2,EMBCIA,8
3,2005,2,ERIRUB,21
3,2005,2,FRICOE,41
3,2005,2,LANCOL,1
3,2005,2,PARATE,20
3,2005,2,PARCAE,5
3,2005,2,PARCRI,6
3,2005,2,PARMAJ,4
3,2005,2,PARPAL,15
3,2005,2,PHYBON,8
3,2005,2,PHYCOL,11
3,2005,2,PICVIR,1
3,2005,2,PYRPYR,3
3,2005,2,REGIGN,7
3,2005,2,REGREG,1
3,2005,2,SERSER,8
3,2005,2,SITEUR,7
3,2005,2,SPESPE,14
3,2005,2,STRALU,1
3,2005,2,SYLATR,7
3,2005,2,TROTRO,4
3,2005,2,TURMER,21
3,2005,2,TURPHI,4
3,2006,1,AQUCHR,2
3,2006,1,CARCAR,1
3,2006,1,CERBRA,6
3,2006,1,COLPAL,2
3,2006,1,CORRAX,4
3,2006,1,CUCCAN,1
3,2006,1,DENLEU,2
3,2006,1,DRYMAR,2
3,2006,1,EMBCIA,2
3,2006,1,GARGLA,4
3,2006,1,JYNTOR,1
3,2006,1,PARATE,6
3,2006,1,PARCAE,6
3,2006,1,PARMAJ,5
3,2006,1,PARPAL,6
3,2006,1,PHOOCH,3
3,2006,1,PHYBON,1
3,2006,1,PHYCOL,1
3,2006,1,PICVIR,3
3,2006,1,REGIGN,2
3,2006,1,SITEUR,2
3,2006,1,SPESPE,2
3,2006,1,SYLATR,3
3,2006,1,SYLCAN,2
3,2006,1,TROTRO,2
3,2006,1,TURMER,2
3,2006,1,TURPHI,2
3,2006,1,TURVIS,2
3,2006,2,AEGCAU,6
3,2006,2,AQUCHR,1
3,2006,2,BUTBUT,1
3,2006,2,CERBRA,1
3,2006,2,COLPAL,4
3,2006,2,CORRAX,1
3,2006,2,CUCCAN,15
3,2006,2,DENMAJ,3
3,2006,2,DRYMAR,2
3,2006,2,EMBCIA,1
3,2006,2,EMBCIR,1
3,2006,2,ERIRUB,35
3,2006,2,FRICOE,57
3,2006,2,GARGLA,2
3,2006,2,LANCOL,4
3,2006,2,PARATE,21
3,2006,2,PARCAE,13
3,2006,2,PARCRI,7
3,2006,2,PARMAJ,5
3,2006,2,PARPAL,12
3,2006,2,PHOPHO,2
3,2006,2,PHYBON,17
3,2006,2,PHYCOL,23
3,2006,2,REGIGN,2
3,2006,2,SERSER,2
3,2006,2,SITEUR,6
3,2006,2,SPESPE,17
3,2006,2,SYLATR,22
3,2006,2,TROTRO,2
3,2006,2,TURMER,12
3,2006,2,TURPHI,2
3,2006,2,TURVIS,1
3,2007,1,CERBRA,1
3,2007,1,CUCCAN,4
3,2007,1,EMBCIA,1
3,2007,1,ERIRUB,4
3,2007,1,GARGLA,3
3,2007,1,LULARB,1
3,2007,1,PARATE,1
3,2007,1,PARCAE,6
3,2007,1,PARCRI,2
3,2007,1,PARMAJ,7
3,2007,1,PARPAL,1
3,2007,1,PHYCOL,2
3,2007,1,PICPIC,1
3,2007,1,PICVIR,2
3,2007,1,PYRPYR,3
3,2007,1,REGIGN,3
3,2007,1,REGREG,1
3,2007,1,SITEUR,1
3,2007,1,SPESPE,3
3,2007,1,SYLATR,2
3,2007,1,SYLCAN,2
3,2007,1,TROTRO,1
3,2007,1,TURPHI,2
3,2007,2,AEGCAU,17
3,2007,2,CERBRA,5
3,2007,2,COLPAL,5
3,2007,2,CORRAX,3
3,2007,2,CUCCAN,10
3,2007,2,DRYMAR,4
3,2007,2,EMBCIA,9
3,2007,2,EMBCIR,1
3,2007,2,ERIRUB,26
3,2007,2,FRICOE,43
3,2007,2,GARGLA,4
3,2007,2,LANCOL,1
3,2007,2,LULARB,2
3,2007,2,PARATE,26
3,2007,2,PARCAE,12
3,2007,2,PARCRI,3
3,2007,2,PARMAJ,3
3,2007,2,PARPAL,9
3,2007,2,PHYBON,16
3,2007,2,PHYCOL,16
3,2007,2,PICVIR,1
3,2007,2,REGIGN,1
3,2007,2,SITEUR,5
3,2007,2,SPESPE,3
3,2007,2,SYLATR,13
3,2007,2,TROTRO,3
3,2007,2,TURMER,20
4,2017,1,CARCAR,1
4,2017,1,CERBRA,0
4,2017,1,CORRAX,2
4,2017,1,CUCCAN,0
4,2017,1,EMBCIT,0
4,2017,1,ERIRUB,0
4,2017,1,FRICOE,0
4,2017,1,GARGLA,0
4,2017,1,PARATE,0
4,2017,1,PARCAE,0
4,2017,1,PARMAJ,0
4,2017,1,PARMON,0
4,2017,1,PHOOCH,0
4,2017,1,PICVIR,0
4,2017,1,REGIGN,0
4,2017,1,SITEUR,0
4,2017,1,SYLATR,0
4,2017,1,TROTRO,0
4,2017,2,ANTTRI,0
4,2017,2,CARCAR,2
4,2017,2,CERFAM,0
4,2017,2,COLPAL,1
4,2017,2,CORCOR,1
4,2017,2,CUCCAN,0
4,2017,2,EMBCIT,0
4,2017,2,EMBHOR,0
4,2017,2,ERIRUB,0
4,2017,2,FALTIN,2
4,2017,2,FRICOE,0
4,2017,2,HIRRUS,1
4,2017,2,JYNTOR,0
4,2017,2,LANCOL,0
4,2017,2,PARATE,0
4,2017,2,PARCAE,0
4,2017,2,PARMAJ,0
4,2017,2,PARPAL,0
4,2017,2,PASDOM,0
4,2017,2,PHOPHO,0
4,2017,2,PHYBON,0
4,2017,2,PHYCOL,0
4,2017,2,PICPIC,2
4,2017,2,PICVIR,0
4,2017,2,PTYRUP,3
4,2017,2,REGIGN,0
4,2017,2,SERCIT,0
4,2017,2,SERSER,0
4,2017,2,SYLATR,0
4,2017,2,SYLCUR,0
4,2017,2,TROTRO,0
4,2017,2,TURMER,1
4,2017,2,TURPHI,0
4,2017,2,TURVIS,0
4,2018,1,AEGCAU,0
4,2018,1,ANTTRI,0
4,2018,1,AQUCHR,1
4,2018,1,CIRGAL,1
4,2018,1,CORCOR,1
4,2018,1,CUCCAN,0
4,2018,1,EMBCIA,0
4,2018,1,EMBCIT,0
4,2018,1,ERIRUB,0
4,2018,1,FALTIN,2
4,2018,1,GARGLA,0
4,2018,1,MOTALB,0
4,2018,1,OENOEN,0
4,2018,1,PARATE,0
4,2018,1,PARCAE,0
4,2018,1,PARCRI,0
4,2018,1,PARMAJ,0
4,2018,1,PARMON,0
4,2018,1,PHOOCH,0
4,2018,1,PHOPHO,0
4,2018,1,PHYCOL,0
4,2018,1,PICVIR,0
4,2018,1,PTYRUP,2
4,2018,1,PYRPYR,0
4,2018,1,SYLATR,0
4,2018,1,TROTRO,0
4,2018,1,TURMER,0
4,2018,1,TURPHI,0
4,2018,1,TURTOR,1
4,2018,1,TURVIS,0
4,2018,2,ANTTRI,0
4,2018,2,APUAPU,2
4,2018,2,CARCAR,2
4,2018,2,CARCHL,0
4,2018,2,CERBRA,0
4,2018,2,CERFAM,0
4,2018,2,COLPAL,0
4,2018,2,CORCOR,0
4,2018,2,CORRAX,1
4,2018,2,CUCCAN,0
4,2018,2,DENMAJ,0
4,2018,2,DRYMAR,0
4,2018,2,EMBCIA,0
4,2018,2,EMBCIT,0
4,2018,2,ERIRUB,0
4,2018,2,FRICOE,0
4,2018,2,GLAPAS,0
4,2018,2,HIRRUS,0
4,2018,2,JYNTOR,0
4,2018,2,LANCOL,0
4,2018,2,PARATE,0
4,2018,2,PARCAE,0
4,2018,2,PARMAJ,1
4,2018,2,PARMON,0
4,2018,2,PHOPHO,0
4,2018,2,PHYBON,0
4,2018,2,PHYCOL,0
4,2018,2,PICVIR,0
4,2018,2,PTYRUP,0
4,2018,2,REGIGN,0
4,2018,2,SERSER,0
4,2018,2,SYLATR,0
4,2018,2,SYLCUR,0
4,2018,2,TURMER,0
4,2018,2,TURPHI,0
4,2018,2,TURVIS,0
4,2019,1,CERBRA,0
4,2019,1,CERFAM,0
4,2019,1,CORCOR,2
4,2019,1,DRYMAR,1
4,2019,1,EMBCIA,1
4,2019,1,ERIRUB,0
4,2019,1,FALTIN,0
4,2019,1,FRICOE,0
4,2019,1,JYNTOR,0
4,2019,1,LOXCUR,0
4,2019,1,MOTALB,0
4,2019,1,PARATE,0
4,2019,1,PARCAE,0
4,2019,1,PARCRI,0
4,2019,1,PARMAJ,0
4,2019,1,PARMON,0
4,2019,1,PHOOCH,0
4,2019,1,PHYCOL,0
4,2019,1,PICPIC,2
4,2019,1,PICVIR,0
4,2019,1,REGIGN,0
4,2019,1,SERCIT,1
4,2019,1,SITEUR,0
4,2019,1,TROTRO,0
4,2019,1,TURMER,0
4,2019,1,TURPHI,0
4,2019,1,TURVIS,0
4,2019,2,ANTTRI,0
4,2019,2,CARCAR,0
4,2019,2,CARCHL,0
4,2019,2,CERFAM,0
4,2019,2,COLPAL,0
4,2019,2,CORCOR,2
4,2019,2,CUCCAN,0
4,2019,2,DENMAJ,0
4,2019,2,EMBCIT,0
4,2019,2,ERIRUB,0
4,2019,2,FRICOE,0
4,2019,2,JYNTOR,0
4,2019,2,LANCOL,0
4,2019,2,LOXCUR,4
4,2019,2,PARATE,0
4,2019,2,PARMAJ,0
4,2019,2,PHOOCH,0
4,2019,2,PHOPHO,0
4,2019,2,PHYBON,0
4,2019,2,PHYCOL,0
4,2019,2,PICVIR,0
4,2019,2,PTYRUP,2
4,2019,2,PYRPYR,0
4,2019,2,REGIGN,0
4,2019,2,SERCIT,1
4,2019,2,SERSER,0
4,2019,2,SYLATR,0
4,2019,2,SYLCUR,0
4,2019,2,TURMER,0
4,2019,2,TURPHI,0
4,2019,2,TURVIS,0
4,2020,2,ANTTRI,0
4,2020,2,APUAPU,11
4,2020,2,CARCAR,0
4,2020,2,CARCHL,0
4,2020,2,CERBRA,0
4,2020,2,CERFAM,0
4,2020,2,CUCCAN,0
4,2020,2,EMBCIT,0
4,2020,2,ERIRUB,0
4,2020,2,FRICOE,0
4,2020,2,JYNTOR,0
4,2020,2,LANCOL,0
4,2020,2,LOXCUR,3
4,2020,2,MOTALB,1
4,2020,2,PARATE,0
4,2020,2,PARCAE,0
4,2020,2,PARCRI,0
4,2020,2,PARMAJ,0
4,2020,2,PARMON,0
4,2020,2,PHOOCH,0
4,2020,2,PHOPHO,0
4,2020,2,PHYBON,0
4,2020,2,PHYCOL,0
4,2020,2,PICPIC,0
4,2020,2,PRUMOD,0
4,2020,2,PTYRUP,3
4,2020,2,REGSPE,0
4,2020,2,SERSER,0
4,2020,2,SYLATR,0
4,2020,2,SYLCUR,0
4,2020,2,TURMER,0
4,2020,2,TURPHI,0
4,2020,2,TURVIS,0
5,2012,1,AEGCAU,3
5,2012,1,AQUCHR,1
5,2012,1,CARCAR,2
5,2012,1,CERBRA,3
5,2012,1,CERFAM,1
5,2012,1,COLPAL,1
5,2012,1,CORCOR,1
5,2012,1,CORRAX,1
5,2012,1,CUCCAN,4
5,2012,1,DENMAJ,1
5,2012,1,DENMIN,1
5,2012,1,DRYMAR,2
5,2012,1,ERIRUB,1
5,2012,1,FRICOE,2
5,2012,1,JYNTOR,1
5,2012,1,MELMEL,1
5,2012,1,MOTALB,2
5,2012,1,PARATE,4
5,2012,1,PARCAE,6
5,2012,1,PHOPHO,1
5,2012,1,PICVIR,3
5,2012,1,REGIGN,1
5,2012,1,REGREG,3
5,2012,1,SITEUR,4
5,2012,1,TURTOR,2
5,2012,1,TURVIS,18
5,2012,2,ANTTRI,2
5,2012,2,CAPCAP,6
5,2012,2,CARCAR,3
5,2012,2,CERBRA,2
5,2012,2,CERFAM,3
5,2012,2,CUCCAN,10
5,2012,2,DELURB,1
5,2012,2,DENMAJ,1
5,2012,2,DRYMAR,2
5,2012,2,EMBCIA,3
5,2012,2,EMBCIT,2
5,2012,2,ERIRUB,26
5,2012,2,FRICOE,34
5,2012,2,GARGLA,7
5,2012,2,LOXCUR,22
5,2012,2,MARMOT,2
5,2012,2,PARATE,26
5,2012,2,PARCAE,4
5,2012,2,PARCRI,4
5,2012,2,PARMAJ,11
5,2012,2,PARMON,4
5,2012,2,PARPAL,2
5,2012,2,PHOOCH,5
5,2012,2,PHYBON,18
5,2012,2,PHYCOL,10
5,2012,2,PICVIR,5
5,2012,2,PRUMOD,3
5,2012,2,PYRPYR,10
5,2012,2,REGREG,4
5,2012,2,RUPRUP,7
5,2012,2,SCIVUL,2
5,2012,2,SERSER,2
5,2012,2,SYLATR,5
5,2012,2,SYLBOR,3
5,2012,2,SYLCUR,2
5,2012,2,TROTRO,6
5,2012,2,TURMER,12
5,2012,2,TURVIS,3
5,2013,1,ANTTRI,1
5,2013,1,CERFAM,1
5,2013,1,CIRGAL,1
5,2013,1,COLPAL,1
5,2013,1,CORCOR,2
5,2013,1,CUCCAN,3
5,2013,1,DENMAJ,3
5,2013,1,EMBCIA,2
5,2013,1,ERIRUB,3
5,2013,1,FALTIN,2
5,2013,1,FRICOE,4
5,2013,1,GARGLA,1
5,2013,1,HIRRUS,2
5,2013,1,LEPCAP,1
5,2013,1,NUCCAR,2
5,2013,1,PARATE,6
5,2013,1,PARCAE,5
5,2013,1,PARCRI,7
5,2013,1,PARMAJ,3
5,2013,1,PARMON,6
5,2013,1,PARPAL,2
5,2013,1,PHOOCH,1
5,2013,1,PHYBON,4
5,2013,1,PHYCOL,1
5,2013,1,PRUMOD,1
5,2013,1,PTYRUP,6
5,2013,1,PYRGRA,2
5,2013,1,REGREG,1
5,2013,1,SCIVUL,1
5,2013,1,SITEUR,1
5,2013,1,SYLATR,1
5,2013,1,TETRIX,1
5,2013,1,TURVIS,2
5,2013,2,ANTTRI,4
5,2013,2,AQUCHR,4
5,2013,2,CAPCAP,3
5,2013,2,CARCAR,4
5,2013,2,CERBRA,1
5,2013,2,CERELA,19
5,2013,2,CERFAM,1
5,2013,2,CUCCAN,5
5,2013,2,DELURB,2
5,2013,2,DENMAJ,2
5,2013,2,EMBCIA,1
5,2013,2,EMBCIT,1
5,2013,2,ERIRUB,15
5,2013,2,FALTIN,1
5,2013,2,FRICOE,23
5,2013,2,GARGLA,5
5,2013,2,GLAPAS,1
5,2013,2,LOXCUR,5
5,2013,2,MOTALB,1
5,2013,2,PARATE,30
5,2013,2,PARCAE,4
5,2013,2,PARMAJ,16
5,2013,2,PARMON,8
5,2013,2,PHOOCH,3
5,2013,2,PHOPHO,7
5,2013,2,PHYBON,18
5,2013,2,PHYCOL,8
5,2013,2,PICVIR,7
5,2013,2,PRUMOD,1
5,2013,2,REGIGN,2
5,2013,2,RUPRUP,15
5,2013,2,SERSER,2
5,2013,2,SITEUR,3
5,2013,2,SYLATR,12
5,2013,2,SYLBOR,2
5,2013,2,TROTRO,1
5,2013,2,TURMER,13
5,2013,2,TURTOR,2
5,2013,2,TURVIS,15
5,2014,1,ANTTRI,1
5,2014,1,CERFAM,2
5,2014,1,CORRAX,2
5,2014,1,CUCCAN,1
5,2014,1,DENMAJ,1
5,2014,1,DRYMAR,1
5,2014,1,EMBCIA,3
5,2014,1,EMBCIR,1
5,2014,1,EMBCIT,2
5,2014,1,ERIRUB,2
5,2014,1,FRICOE,2
5,2014,1,GARGLA,7
5,2014,1,JYNTOR,1
5,2014,1,LOXCUR,7
5,2014,1,NUCCAR,1
5,2014,1,PARATE,4
5,2014,1,PARCAE,5
5,2014,1,PARCRI,4
5,2014,1,PARMON,5
5,2014,1,PHOOCH,2
5,2014,1,PHYCOL,1
5,2014,1,PICVIR,5
5,2014,1,PRUMOD,2
5,2014,1,PYRPYR,6
5,2014,1,REGREG,3
5,2014,1,SITEUR,3
5,2014,1,TROTRO,2
5,2014,1,TURMER,3
5,2014,1,TURVIS,4
5,2014,2,AEGCAU,5
5,2014,2,ANTTRI,6
5,2014,2,AQUCHR,1
5,2014,2,BUTBUT,1
5,2014,2,CAPCAP,6
5,2014,2,CARCAR,4
5,2014,2,CERELA,4
5,2014,2,CERFAM,2
5,2014,2,CUCCAN,11
5,2014,2,DENMAJ,3
5,2014,2,DRYMAR,2
5,2014,2,ERIRUB,26
5,2014,2,FRICOE,19
5,2014,2,GARGLA,4
5,2014,2,LEPCAP,1
5,2014,2,LOXCUR,14
5,2014,2,MOTCIN,1
5,2014,2,PARATE,19
5,2014,2,PARCAE,4
5,2014,2,PARCRI,2
5,2014,2,PARMAJ,11
5,2014,2,PARMON,8
5,2014,2,PHOOCH,1
5,2014,2,PHOPHO,8
5,2014,2,PHYBON,24
5,2014,2,PHYCOL,13
