carre,annee,nb_passage,espece,nombre
52,2012,2,LARMIC,4
52,2012,2,LUSMEG,31
52,2012,2,MILCAL,1
52,2012,2,MILMIG,1
52,2012,2,MYOCOY,2
52,2012,2,ORIORI,1
52,2012,2,ORYCUN,3
52,2012,2,PARMAJ,3
52,2012,2,PASDOM,21
52,2012,2,PHACOL,1
52,2012,2,PHOOCH,2
52,2012,2,PICPIC,8
52,2012,2,SERSER,10
52,2012,2,STRDEC,11
52,2012,2,STUVUL,11
52,2012,2,SYLATR,2
52,2012,2,SYLMEL,10
52,2012,2,TURMER,2
52,2013,1,AEGCAU,1
52,2013,1,ANAPLA,11
52,2013,1,APUAPU,255
52,2013,1,BUTBUT,3
52,2013,1,CARCAR,10
52,2013,1,CARCHL,1
52,2013,1,CETCET,2
52,2013,1,COLLIV,3
52,2013,1,COLPAL,2
52,2013,1,CORGAR,4
52,2013,1,CORMON,2
52,2013,1,EGRALB,2
52,2013,1,EMBCIR,2
52,2013,1,HIRRUS,15
52,2013,1,LARMIC,1
52,2013,1,MILCAL,3
52,2013,1,PARMAJ,5
52,2013,1,PHACOL,1
52,2013,1,PICPIC,1
52,2013,1,SAXTOR,1
52,2013,1,SERSER,1
52,2013,1,STRDEC,2
52,2013,1,SYLATR,1
52,2013,1,SYLMEL,1
52,2013,2,AEGCAU,3
52,2013,2,ALAARV,6
52,2013,2,ALCATT,1
52,2013,2,ANAPLA,6
52,2013,2,BUBIBI,1
52,2013,2,CARCAR,8
52,2013,2,CARCHL,2
52,2013,2,CETCET,9
52,2013,2,CISJUN,8
52,2013,2,COLLIV,46
52,2013,2,COLPAL,6
52,2013,2,CORCOR,17
52,2013,2,CORGAR,1
52,2013,2,CORMON,15
52,2013,2,FALTIN,2
52,2013,2,HIRRUS,36
52,2013,2,LULARB,1
52,2013,2,LUSMEG,36
52,2013,2,MILMIG,1
52,2013,2,ORIORI,1
52,2013,2,ORYCUN,3
52,2013,2,PARMAJ,14
52,2013,2,PASDOM,32
52,2013,2,PASMON,2
52,2013,2,PHOOCH,3
52,2013,2,PICPIC,9
52,2013,2,PICVIR,1
52,2013,2,SERSER,6
52,2013,2,STRDEC,5
52,2013,2,STUVUL,9
52,2013,2,SYLATR,4
52,2013,2,SYLMEL,6
52,2015,1,ALCATT,2
52,2015,1,ANAPLA,4
52,2015,1,ANSANS,5
52,2015,1,ARDCIN,3
52,2015,1,BUTBUT,3
52,2015,1,CARCAR,3
52,2015,1,CARCHL,4
52,2015,1,CETCET,2
52,2015,1,CISJUN,1
52,2015,1,COLLIV,14
52,2015,1,COLPAL,3
52,2015,1,CORCOR,2
52,2015,1,CORMON,2
52,2015,1,COTCOT,1
52,2015,1,EGRALB,1
52,2015,1,FULATR,1
52,2015,1,GALCRI,2
52,2015,1,HIPPOL,1
52,2015,1,HIRRUS,5
52,2015,1,LARMIC,54
52,2015,1,LUSMEG,5
52,2015,1,MILCAL,2
52,2015,1,MILMIG,1
52,2015,1,ORIORI,1
52,2015,1,PARCRI,1
52,2015,1,PARMAJ,5
52,2015,1,PASDOM,3
52,2015,1,PHACOL,2
52,2015,1,PHOOCH,1
52,2015,1,SERSER,3
52,2015,1,STRDEC,1
52,2015,1,STUVUL,2
52,2015,1,SYLATR,1
52,2015,1,SYLMEL,3
52,2015,1,SYLSAR,1
52,2015,2,ALAARV,3
52,2015,2,APUAPU,8
52,2015,2,ARDCIN,5
52,2015,2,ARDPUR,1
52,2015,2,BUBIBI,3
52,2015,2,CARCAR,9
52,2015,2,CARCHL,3
52,2015,2,CETCET,4
52,2015,2,CISJUN,15
52,2015,2,COLLIV,35
52,2015,2,COLPAL,5
52,2015,2,CORCOR,4
52,2015,2,CORGAR,4
52,2015,2,CORMON,39
52,2015,2,DELURB,1
52,2015,2,EMBCIR,2
52,2015,2,FALTIN,2
52,2015,2,GALCHL,1
52,2015,2,GALCRI,8
52,2015,2,GARGLA,1
52,2015,2,HIRRUS,8
52,2015,2,LARMIC,2
52,2015,2,LULARB,1
52,2015,2,LUSMEG,18
52,2015,2,MATOU,1
52,2015,2,MILCAL,3
52,2015,2,MILMIG,1
52,2015,2,MYOCOY,1
52,2015,2,PARMAJ,7
52,2015,2,PASDOM,20
52,2015,2,PASMON,5
52,2015,2,PHOOCH,2
52,2015,2,PICPIC,7
52,2015,2,SERSER,10
52,2015,2,STRDEC,15
52,2015,2,STUVUL,30
52,2015,2,SYLATR,3
52,2015,2,SYLCAN,1
52,2015,2,SYLMEL,10
52,2016,1,ALAARV,1
52,2016,1,ANAPLA,7
52,2016,1,APUAPU,3
52,2016,1,ARDCIN,2
52,2016,1,ARDPUR,2
52,2016,1,BUBIBI,27
52,2016,1,CARCAR,7
52,2016,1,CARCHL,2
52,2016,1,CETCET,2
52,2016,1,CISJUN,3
52,2016,1,COLLIV,23
52,2016,1,COLPAL,1
52,2016,1,CORCOR,0
52,2016,1,CORMON,15
52,2016,1,COTCOT,1
52,2016,1,CUCCAN,0
52,2016,1,DELURB,1
52,2016,1,EGRALB,0
52,2016,1,EGRGAR,4
52,2016,1,FALTIN,1
52,2016,1,GARGLA,1
52,2016,1,HIRRUS,8
52,2016,1,LARMIC,3
52,2016,1,LUSMEG,3
52,2016,1,MYOCOY,1
52,2016,1,PARMAJ,4
52,2016,1,PASMON,2
52,2016,1,PHACOL,1
52,2016,1,PHOOCH,2
52,2016,1,PICPIC,1
52,2016,1,PICVIR,1
52,2016,1,SCIVUL,1
52,2016,1,SERSER,2
52,2016,1,STRDEC,2
52,2016,1,STUVUL,20
52,2016,1,SYLATR,0
52,2016,1,SYLCAN,1
52,2016,1,SYLMEL,1
52,2016,1,TURMER,0
52,2016,2,ACRARU,1
52,2016,2,APUAPU,5
52,2016,2,ARDCIN,1
52,2016,2,ARDPUR,2
52,2016,2,ARDRAL,1
52,2016,2,BUBIBI,26
52,2016,2,CARCAR,3
52,2016,2,CARCHL,2
52,2016,2,CETCET,6
52,2016,2,CISJUN,18
52,2016,2,COLPAL,4
52,2016,2,CORCOR,2
52,2016,2,CORGAR,4
52,2016,2,CORMON,15
52,2016,2,CUCCAN,0
52,2016,2,DELURB,6
52,2016,2,EGRALB,1
52,2016,2,EGRGAR,1
52,2016,2,EMBCIR,0
52,2016,2,FALSUB,2
52,2016,2,GALCRI,5
52,2016,2,HIPPOL,2
52,2016,2,HIRRUS,16
52,2016,2,LARMIC,1
52,2016,2,LUSMEG,2
52,2016,2,MILMIG,2
52,2016,2,PARMAJ,0
52,2016,2,PASDOM,30
52,2016,2,PASMON,4
52,2016,2,PHOOCH,1
52,2016,2,PICPIC,5
52,2016,2,SERSER,6
52,2016,2,STRDEC,2
52,2016,2,STUVUL,8
52,2016,2,SYLATR,0
52,2016,2,SYLMEL,14
52,2016,2,TURMER,0
52,2016,2,UPUEPO,1
52,2017,1,ACRARU,0
52,2017,1,ALAARV,0
52,2017,1,ANAPLA,9
52,2017,1,APUAPU,91
52,2017,1,ARDCIN,4
52,2017,1,BUBIBI,2
52,2017,1,BUTBUT,1
52,2017,1,CARCAR,7
52,2017,1,CARCHL,1
52,2017,1,CETCET,5
52,2017,1,CISJUN,4
52,2017,1,COLLIV,12
52,2017,1,COLPAL,4
52,2017,1,CORCOR,4
52,2017,1,CORGAR,0
52,2017,1,CORMON,85
52,2017,1,COTCOT,0
52,2017,1,CUCCAN,1
52,2017,1,DELURB,170
52,2017,1,EMBCIR,0
52,2017,1,FRICOE,3
52,2017,1,GALCHL,1
52,2017,1,GELNIL,2
52,2017,1,HIRRUS,280
52,2017,1,LARMIC,5
52,2017,1,LULARB,0
52,2017,1,LUSMEG,5
52,2017,1,MILCAL,4
52,2017,1,MILMIG,1
52,2017,1,ORIORI,0
52,2017,1,PARMAJ,4
52,2017,1,PASDOM,1
52,2017,1,PASMON,6
52,2017,1,PHACOL,0
52,2017,1,PHOOCH,0
52,2017,1,PICPIC,3
52,2017,1,SERSER,1
52,2017,1,STRDEC,1
52,2017,1,STRTUR,2
52,2017,1,STUVUL,5
52,2017,1,SYLATR,0
52,2017,1,SYLMEL,2
52,2018,1,ACRARU,1
52,2018,1,ALAARV,0
52,2018,1,ALCATT,1
52,2018,1,ANAPLA,3
52,2018,1,ANSANS,2
52,2018,1,APUAPU,3
52,2018,1,ARDCIN,3
52,2018,1,CARCAR,4
52,2018,1,CETCET,2
52,2018,1,CISJUN,3
52,2018,1,COLLIV,0
52,2018,1,COLPAL,2
52,2018,1,CORGAR,5
52,2018,1,CORMON,5
52,2018,1,CORRAX,3
52,2018,1,CUCCAN,1
52,2018,1,DENMAJ,1
52,2018,1,EMBCIR,0
52,2018,1,ERIRUB,1
52,2018,1,FALTIN,0
52,2018,1,GALCRI,0
52,2018,1,HIPPOL,0
52,2018,1,HIRRUS,6
52,2018,1,LARMIC,0
52,2018,1,LUSMEG,0
52,2018,1,MILCAL,4
52,2018,1,MOTALB,1
52,2018,1,ORIORI,0
52,2018,1,PARMAJ,1
52,2018,1,PASDOM,1
52,2018,1,PHACOL,0
52,2018,1,PHOOCH,0
52,2018,1,PICPIC,0
52,2018,1,SERSER,2
52,2018,1,STRTUR,1
52,2018,1,STUVUL,3
52,2018,1,SYLATR,0
52,2018,1,SYLCAN,1
52,2018,1,SYLMEL,1
52,2018,2,ACRARU,2
52,2018,2,ALAARV,2
52,2018,2,ALCATT,2
52,2018,2,APUAPU,4
52,2018,2,ARDCIN,1
52,2018,2,BUBIBI,1
52,2018,2,BUTBUT,1
52,2018,2,CARCAR,3
52,2018,2,CARCHL,7
52,2018,2,CETCET,3
52,2018,2,CIRGAL,1
52,2018,2,CISJUN,9
52,2018,2,COLLIV,0
52,2018,2,COLPAL,7
52,2018,2,CORGAR,5
52,2018,2,CORMON,10
52,2018,2,CORRAX,0
52,2018,2,CUCCAN,1
52,2018,2,DELURB,2
52,2018,2,EGRALB,1
52,2018,2,EMBCIR,2
52,2018,2,FALTIN,1
52,2018,2,FRICOE,2
52,2018,2,GALCRI,1
52,2018,2,HIPPOL,3
52,2018,2,HIRRUS,8
52,2018,2,LARMIC,1
52,2018,2,LULARB,0
52,2018,2,LUSMEG,2
52,2018,2,MILCAL,4
52,2018,2,ORIORI,1
52,2018,2,PARMAJ,4
52,2018,2,PASDOM,19
52,2018,2,PASMON,5
52,2018,2,PHACOL,0
52,2018,2,PHOOCH,2
52,2018,2,PICPIC,4
52,2018,2,SERSER,4
52,2018,2,STRDEC,10
52,2018,2,STRTUR,3
52,2018,2,STUVUL,278
52,2018,2,SYLATR,2
52,2018,2,SYLMEL,3
52,2018,2,TURMER,1
52,2019,1,ALERUF,1
52,2019,1,APUAPU,11
52,2019,1,ARDPUR,2
52,2019,1,BUBIBI,1
52,2019,1,CARCAR,1
52,2019,1,CETCET,1
52,2019,1,CISJUN,1
52,2019,1,COLLIV,1
52,2019,1,COLPAL,5
52,2019,1,CORGAR,1
52,2019,1,CORMON,2
52,2019,1,CUCCAN,1
52,2019,1,DELURB,1
52,2019,1,EMBCIR,0
52,2019,1,GALCRI,2
52,2019,1,GELNIL,1
52,2019,1,HIPPOL,1
52,2019,1,HIRRUS,6
52,2019,1,LARMEL,30
52,2019,1,LARMIC,3
52,2019,1,LUSMEG,0
52,2019,1,MILCAL,2
52,2019,1,MILMIG,3
52,2019,1,MYOCOY,1
52,2019,1,PARMAJ,1
52,2019,1,PASDOM,2
52,2019,1,PHOOCH,1
52,2019,1,REGIGN,2
52,2019,1,STRDEC,0
52,2019,1,STUVUL,3
52,2019,1,SYLATR,0
52,2019,1,SYLMEL,1
52,2019,1,TURMER,0
52,2019,1,UPUEPO,0
52,2019,2,ACRARU,2
52,2019,2,ANSANS,5
52,2019,2,APUAPU,2
52,2019,2,ARDCIN,2
52,2019,2,ARDPUR,2
52,2019,2,BUTBUT,1
52,2019,2,CARCAR,3
52,2019,2,CARCHL,1
52,2019,2,CETCET,6
52,2019,2,CISJUN,14
52,2019,2,COLLIV,23
52,2019,2,COLPAL,7
52,2019,2,CORGAR,1
52,2019,2,CORMON,8
52,2019,2,CORRAX,2
52,2019,2,DELURB,3
52,2019,2,EGRGAR,1
52,2019,2,EMBCIR,0
52,2019,2,ERIRUB,2
52,2019,2,FRICOE,2
52,2019,2,GALCHL,2
52,2019,2,GALCRI,7
52,2019,2,GELNIL,2
52,2019,2,HIPPOL,2
52,2019,2,HIRRUS,14
52,2019,2,LARMIC,1
52,2019,2,LUSMEG,11
52,2019,2,MILCAL,2
52,2019,2,MILMIG,2
52,2019,2,ORIORI,0
52,2019,2,PARCRI,2
52,2019,2,PARMAJ,2
52,2019,2,PASDOM,7
52,2019,2,PHACOL,0
52,2019,2,PHOOCH,1
52,2019,2,PICPIC,4
52,2019,2,SAXRUB,0
52,2019,2,SERSER,1
52,2019,2,STRDEC,3
52,2019,2,STUVUL,9
52,2019,2,SYLATR,0
52,2019,2,SYLMEL,5
52,2019,2,UPUEPO,1
53,2006,1,ACCNIS,1
53,2006,1,ALERUF,1
53,2006,1,ANAPLA,11
53,2006,1,APUAPU,4
53,2006,1,ARDCIN,1
53,2006,1,CARCAR,3
53,2006,1,CARCHL,1
53,2006,1,CERBRA,1
53,2006,1,CETCET,4
53,2006,1,COLLIV,6
53,2006,1,COLPAL,1
53,2006,1,CORCOR,2
53,2006,1,CORMON,6
53,2006,1,COTCOT,2
53,2006,1,FALTIN,1
53,2006,1,GARGLA,2
53,2006,1,HIRRUS,6
53,2006,1,LARMIC,1
53,2006,1,MILCAL,9
53,2006,1,MILMIG,3
53,2006,1,PARMAJ,1
53,2006,1,PASDOM,4
53,2006,1,PICPIC,2
53,2006,1,PICVIR,6
53,2006,1,STRDEC,1
53,2006,1,STRTUR,1
53,2006,1,STUVUL,3
53,2006,1,SYLCAN,1
53,2006,1,SYLMEL,1
53,2006,2,ALAARV,14
53,2006,2,ALERUF,1
53,2006,2,ANAPLA,14
53,2006,2,APUAPU,52
53,2006,2,ARDCIN,5
53,2006,2,BUTBUT,2
53,2006,2,CARCAR,12
53,2006,2,CARCHL,5
53,2006,2,CETCET,29
53,2006,2,CISJUN,10
53,2006,2,COLLIV,1
53,2006,2,COLPAL,3
53,2006,2,CORCOR,24
53,2006,2,CORGAR,9
53,2006,2,CORMON,77
53,2006,2,CUCCAN,5
53,2006,2,ERIRUB,2
53,2006,2,GALCHL,1
53,2006,2,GARGLA,3
53,2006,2,HIPPOL,5
53,2006,2,HIRRUS,6
53,2006,2,LARMIC,131
53,2006,2,LUSMEG,70
53,2006,2,MERAPI,40
53,2006,2,MILCAL,4
53,2006,2,MILMIG,4
53,2006,2,NYCNYC,1
53,2006,2,ORIORI,2
53,2006,2,PARMAJ,3
53,2006,2,PASDOM,13
53,2006,2,PASMON,11
53,2006,2,PHYCOL,1
53,2006,2,PICPIC,15
53,2006,2,PICVIR,9
53,2006,2,SERSER,3
53,2006,2,STRTUR,1
53,2006,2,STUVUL,36
53,2006,2,SYLATR,15
53,2006,2,SYLCAN,2
53,2006,2,SYLMEL,6
53,2007,1,ACRSCI,1
53,2007,1,ALAARV,5
53,2007,1,ANAPLA,2
53,2007,1,ANTPRA,2
53,2007,1,ANTTRI,1
53,2007,1,APUAPU,2
53,2007,1,ARDCIN,2
53,2007,1,BUBIBI,18
53,2007,1,BUROED,1
53,2007,1,BUTBUT,3
53,2007,1,CARCAR,1
53,2007,1,CARCHL,2
53,2007,1,CERBRA,2
53,2007,1,CETCET,2
53,2007,1,CIRAER,1
53,2007,1,CISJUN,1
53,2007,1,COLPAL,1
53,2007,1,CORCOR,3
53,2007,1,CORMON,2
53,2007,1,ERIRUB,3
53,2007,1,GALCHL,1
53,2007,1,GARGLA,2
53,2007,1,HIRRUS,4
53,2007,1,LARMIC,1
53,2007,1,MOTFLA,1
53,2007,1,PARCAE,2
53,2007,1,PARMAJ,4
53,2007,1,PASDOM,1
53,2007,1,PASMON,1
53,2007,1,PICPIC,2
53,2007,1,SAXTOR,1
53,2007,1,SERSER,3
53,2007,1,SYLATR,1
53,2007,1,SYLCAN,3
53,2007,1,TURMER,1
53,2007,2,ACCNIS,1
53,2007,2,ALAARV,7
53,2007,2,ALCATT,3
53,2007,2,ANAPLA,15
53,2007,2,APUAPU,22
53,2007,2,ARDPUR,1
53,2007,2,BUBIBI,3
53,2007,2,CARCAN,3
53,2007,2,CARCAR,12
53,2007,2,CARCHL,4
53,2007,2,CERBRA,2
53,2007,2,CETCET,33
53,2007,2,CIRGAL,1
53,2007,2,CISJUN,17
53,2007,2,COLLIV,2
53,2007,2,COLPAL,3
53,2007,2,CORCOR,8
53,2007,2,CORGAR,18
53,2007,2,CORMON,58
53,2007,2,EMBCIR,1
53,2007,2,FALTIN,2
53,2007,2,FULATR,1
53,2007,2,GARGLA,1
53,2007,2,HIPPOL,7
53,2007,2,HIRDAU,1
53,2007,2,LARMIC,20
53,2007,2,LUSMEG,56
53,2007,2,MERAPI,40
53,2007,2,MILCAL,3
53,2007,2,MILMIG,4
53,2007,2,ORIORI,3
53,2007,2,PARCAE,3
53,2007,2,PARMAJ,5
53,2007,2,PASDOM,12
53,2007,2,PICPIC,9
53,2007,2,PICVIR,5
53,2007,2,SAXTOR,3
53,2007,2,SERSER,3
53,2007,2,STRDEC,2
53,2007,2,STRTUR,6
53,2007,2,STUVUL,56
53,2007,2,SYLATR,11
53,2007,2,SYLMEL,10
53,2007,2,TURMER,2
53,2008,1,ACCNIS,2
53,2008,1,ALAARV,1
53,2008,1,ANAPLA,8
53,2008,1,APUAPU,2
53,2008,1,BUBIBI,3
53,2008,1,CARCAR,3
53,2008,1,CARCHL,1
53,2008,1,CERBRA,2
53,2008,1,CETCET,2
53,2008,1,CIRAER,1
53,2008,1,CIRGAL,1
53,2008,1,CISJUN,2
53,2008,1,COLLIV,1
53,2008,1,CORCOR,2
53,2008,1,COTCOT,1
53,2008,1,EGRGAR,2
53,2008,1,FALTIN,1
53,2008,1,GALCHL,2
53,2008,1,GARGLA,3
53,2008,1,HIRRUS,16
53,2008,1,LARMIC,10
53,2008,1,LUSMEG,1
53,2008,1,MILMIG,5
53,2008,1,MOTFLA,5
53,2008,1,ORIORI,2
53,2008,1,PARCAE,1
53,2008,1,PARMAJ,4
53,2008,1,PASDOM,3
53,2008,1,PASMON,6
53,2008,1,PHACAR,1
53,2008,1,PHACOL,1
53,2008,1,PHOOCH,1
53,2008,1,SERSER,3
53,2008,1,STUVUL,2
53,2008,1,SYLATR,1
53,2008,1,SYLMEL,2
53,2008,1,TRIOCH,1
53,2008,1,TURMER,1
53,2008,2,ACRSCI,1
53,2008,2,ALAARV,7
53,2008,2,ALCATT,2
53,2008,2,ANAPLA,8
53,2008,2,APUAPU,74
53,2008,2,ARDCIN,2
53,2008,2,CARCAR,8
53,2008,2,CARCHL,7
53,2008,2,CERBRA,1
53,2008,2,CETCET,37
53,2008,2,CISJUN,7
53,2008,2,COLPAL,5
53,2008,2,CORCOR,5
53,2008,2,CORGAR,7
53,2008,2,CORMON,57
53,2008,2,CUCCAN,3
53,2008,2,FALTIN,2
53,2008,2,FULATR,2
53,2008,2,HIPPOL,4
53,2008,2,HIRRUS,12
53,2008,2,LARMEL,327
53,2008,2,LARMIC,100
53,2008,2,LUSMEG,60
53,2008,2,MERAPI,24
53,2008,2,MILCAL,3
53,2008,2,MILMIG,7
53,2008,2,ORIORI,2
53,2008,2,PARMAJ,5
53,2008,2,PASDOM,5
53,2008,2,PASMON,1
53,2008,2,PERAPI,3
53,2008,2,PICPIC,16
53,2008,2,PICVIR,3
53,2008,2,SERSER,3
53,2008,2,STRDEC,2
53,2008,2,STRTUR,6
53,2008,2,STUVUL,33
53,2008,2,SYLATR,10
53,2008,2,SYLCAN,2
53,2008,2,SYLMEL,7
54,2006,1,ALERUF,2
54,2006,1,CARCAR,28
54,2006,1,CARCHL,1
54,2006,1,COLPAL,1
54,2006,1,CUCCAN,3
54,2006,1,FRICOE,2
54,2006,1,GARGLA,1
54,2006,1,LULARB,4
54,2006,1,LUSMEG,2
54,2006,1,PARCAE,1
54,2006,1,PARMAJ,2
54,2006,1,PHYBON,2
54,2006,1,PICPIC,1
54,2006,1,SERSER,1
54,2006,1,SYLMEL,2
54,2006,1,TURMER,1
54,2006,2,CARCAR,3
54,2006,2,CERBRA,1
54,2006,2,CUCCAN,1
54,2006,2,EMBCIR,12
54,2006,2,ERIRUB,2
54,2006,2,FRICOE,3
54,2006,2,HIRRUS,2
54,2006,2,LARMIC,1
54,2006,2,LULARB,4
54,2006,2,LUSMEG,9
54,2006,2,PARCAE,1
54,2006,2,PASDOM,3
54,2006,2,PICPIC,3
54,2006,2,SAXTOR,4
54,2006,2,SERSER,10
54,2006,2,STRTUR,6
54,2006,2,SYLATR,2
54,2006,2,SYLMEL,10
54,2006,2,SYLUND,8
54,2006,2,TURMER,12
55,2001,1,ALAARV,1
55,2001,1,ANAPLA,11
55,2001,1,ANTPRA,1
55,2001,1,APUAPU,2
55,2001,1,ARDCIN,1
55,2001,1,BOTSTE,2
55,2001,1,CARCAR,1
55,2001,1,CIRAER,1
55,2001,1,CORCOR,2
55,2001,1,CORMON,15
55,2001,1,COTCOT,4
55,2001,1,FALTIN,2
55,2001,1,GALCRI,1
55,2001,1,HIRRUS,13
55,2001,1,LARMEL,5
55,2001,1,LARRID,2
55,2001,1,LUSMEG,4
55,2001,1,MILCAL,2
55,2001,1,PARMAJ,1
55,2001,1,PASDOM,52
55,2001,1,PASMON,2
55,2001,1,PICPIC,1
55,2001,1,SYLCOM,1
55,2001,1,VANVAN,1
55,2001,2,ACRARU,12
55,2001,2,ACRSCI,14
55,2001,2,ALAARV,6
55,2001,2,ANAPLA,34
55,2001,2,APUAPU,6
55,2001,2,BOTSTE,1
55,2001,2,BUBIBI,16
55,2001,2,CARCAR,2
55,2001,2,CETCET,28
55,2001,2,CIRAER,2
55,2001,2,CISJUN,42
55,2001,2,COLPAL,3
55,2001,2,CORCOR,18
55,2001,2,CORMON,1
55,2001,2,CUCCAN,3
55,2001,2,EGRALB,1
55,2001,2,EGRGAR,2
55,2001,2,FALTIN,1
55,2001,2,GALCHL,6
55,2001,2,GALCRI,14
55,2001,2,HIRRUS,1
55,2001,2,LARMIC,10
55,2001,2,LARRID,2
55,2001,2,LUSMEG,8
55,2001,2,MERAPI,1
55,2001,2,MILCAL,4
55,2001,2,MOTFLA,1
55,2001,2,NYCNYC,1
55,2001,2,PARCAE,1
55,2001,2,PASDOM,55
55,2001,2,PASMON,18
55,2001,2,PICVIR,2
55,2001,2,SAXTOR,4
55,2001,2,STRDEC,1
55,2001,2,TRINEB,1
55,2002,1,ALAARV,1
55,2002,1,ANAPLA,8
55,2002,1,ARDCIN,1
55,2002,1,BUBIBI,4
55,2002,1,CARCAN,1
55,2002,1,CETCET,1
55,2002,1,CIRCYA,1
55,2002,1,CISJUN,1
55,2002,1,COLPAL,1
55,2002,1,CORCOR,2
55,2002,1,CORMON,3
55,2002,1,FALTIN,3
55,2002,1,GALCRI,7
55,2002,1,GELNIL,3
55,2002,1,HIRRUS,4
55,2002,1,LARMEL,1
55,2002,1,LARMIC,1
55,2002,1,LUSMEG,2
55,2002,1,MILCAL,21
55,2002,1,MOTFLA,3
55,2002,1,OENOEN,1
55,2002,1,PARCAE,1
55,2002,1,PARMAJ,2
55,2002,1,PASMON,3
55,2002,1,PHACOL,1
55,2002,1,PHOPHO,1
55,2002,1,PICPIC,1
55,2002,1,PICVIR,1
55,2002,1,SAXRUB,4
55,2002,1,SAXTOR,1
55,2002,1,STRDEC,1
55,2002,1,STUVUL,1
55,2002,1,VANVAN,1
55,2002,2,ACRARU,13
55,2002,2,ACRSCI,5
55,2002,2,ALAARV,12
55,2002,2,ANAPLA,19
55,2002,2,APUAPU,38
55,2002,2,ARDPUR,1
55,2002,2,BOTSTE,1
55,2002,2,BUBIBI,6
55,2002,2,CARCHL,1
55,2002,2,CETCET,22
55,2002,2,CHADUB,6
55,2002,2,CIRAER,1
55,2002,2,CISJUN,19
55,2002,2,CORCOR,16
55,2002,2,CUCCAN,1
55,2002,2,DENMAJ,2
55,2002,2,EGRGAR,3
55,2002,2,FALTIN,3
55,2002,2,GALCRI,3
55,2002,2,GELNIL,3
55,2002,2,HIMHIM,17
55,2002,2,HIRRUS,3
55,2002,2,LANCOL,1
55,2002,2,LARMEL,82
55,2002,2,LARMIC,14
55,2002,2,LARRID,204
55,2002,2,LUSMEG,9
55,2002,2,MILCAL,4
55,2002,2,MILMIG,1
55,2002,2,MOTFLA,3
55,2002,2,PARMAJ,2
55,2002,2,PASDOM,3
55,2002,2,PASMON,7
55,2002,2,PICPIC,6
55,2002,2,PICVIR,2
55,2002,2,SYLATR,2
55,2002,2,VANVAN,28
55,2003,1,ALAARV,2
55,2003,1,ANAPLA,9
55,2003,1,APUAPU,30
55,2003,1,ARDCIN,1
55,2003,1,BUBIBI,2
55,2003,1,BUTBUT,1
55,2003,1,CARCAR,2
55,2003,1,CETCET,4
55,2003,1,CHAHIA,1
55,2003,1,COLPAL,61
55,2003,1,CORCOR,8
55,2003,1,DELURB,10
55,2003,1,DENMAJ,1
55,2003,1,FALTIN,2
55,2003,1,FULATR,2
55,2003,1,GALCRI,1
55,2003,1,HIMHIM,6
55,2003,1,HIRRUS,30
55,2003,1,LARMEL,30
55,2003,1,LARMIC,1
55,2003,1,LARRID,2
55,2003,1,LUSMEG,1
55,2003,1,MILCAL,1
55,2003,1,NUMARQ,1
55,2003,1,PASDOM,5
55,2003,1,PASMON,5
55,2003,1,PHIPUG,2
55,2003,1,PICPIC,4
55,2003,1,STRDEC,1
55,2003,1,SYLATR,1
55,2003,1,TRIGLA,31
55,2003,1,TRINEB,4
55,2003,1,VANVAN,1
55,2003,2,ACRARU,3
55,2003,2,ACRSCI,16
55,2003,2,ALAARV,17
55,2003,2,ANAPLA,42
55,2003,2,APUAPU,18
55,2003,2,BOTSTE,1
55,2003,2,BUBIBI,9
55,2003,2,BUTBUT,1
55,2003,2,CARCAR,4
55,2003,2,CETCET,26
55,2003,2,CISJUN,3
55,2003,2,COLPAL,8
55,2003,2,CORCOR,17
55,2003,2,CORMON,5
55,2003,2,COTCOT,1
55,2003,2,CUCCAN,3
55,2003,2,DENMAJ,2
55,2003,2,GALCHL,5
55,2003,2,GALCRI,14
55,2003,2,HIMHIM,4
55,2003,2,HIRRUS,13
55,2003,2,LARMIC,15
55,2003,2,LARMIN,9
55,2003,2,LARRID,223
55,2003,2,LUSMEG,18
55,2003,2,MOTFLA,5
55,2003,2,NYCNYC,1
55,2003,2,PARCAE,1
55,2003,2,PARMAJ,2
55,2003,2,PASDOM,32
55,2003,2,PASMON,1
55,2003,2,PICPIC,3
55,2003,2,PICVIR,7
55,2003,2,RALAQU,2
55,2003,2,STRTUR,1
55,2003,2,TRINEB,1
55,2003,2,TURMER,1
55,2003,2,VANVAN,18
55,2004,1,ANAPLA,2
55,2004,1,APUAPU,24
55,2004,1,ARDCIN,2
55,2004,1,BUBIBI,7
55,2004,1,CARCAR,1
55,2004,1,CETCET,6
55,2004,1,CHADUB,1
55,2004,1,COLLIV,5
55,2004,1,CORCOR,2
55,2004,1,CORMON,2
55,2004,1,EGRGAR,1
55,2004,1,FALSPE,1
55,2004,1,FALTIN,3
55,2004,1,GALCHL,3
55,2004,1,GALCRI,3
55,2004,1,GELNIL,1
55,2004,1,HIRRUS,9
55,2004,1,LARMEL,6
55,2004,1,LUSMEG,3
55,2004,1,MOTFLA,4
55,2004,1,NUMARQ,1
55,2004,1,OENOEN,1
55,2004,1,PARMAJ,1
55,2004,1,PASDOM,6
55,2004,1,PASMON,1
55,2004,1,PHACOL,1
55,2004,1,PHIPUG,15
55,2004,1,PHOOCH,4
55,2004,1,PICPIC,1
55,2004,1,PICVIR,1
55,2004,1,RIPRIP,14
